time,temperature_2m_max,temperature_2m_min,precipitation_sum,city
2023-11-08,29.2,24.1,49,Kochi
2023-11-09,29.4,24.1,15,Kochi
2023-11-10,29.5,24.1,5.2,Kochi
2023-11-11,30.1,24.1,1.2,Kochi
2023-11-12,29.8,24.7,0.1,Kochi
2023-11-13,30.4,23.6,0,Kochi
2023-11-14,28.9,24.5,1,Kochi
2023-11-15,29.6,23.8,2.2,Kochi
2023-11-16,29.9,23.8,1.9,Kochi
2023-11-17,30.1,24.3,2.2,Kochi
2023-11-18,28.9,24.6,9.2,Kochi
2023-11-19,29.3,24.2,0.2,Kochi
2023-11-20,29.4,24.1,0.1,Kochi
2023-11-21,30.5,24.7,3.6,Kochi
2023-11-22,29.3,24.3,34.9,Kochi
2023-11-23,27,23.8,35,Kochi
2023-11-24,30.4,24.2,12.6,Kochi
2023-11-25,29.6,24.1,2.8,Kochi
2023-11-26,30.1,23.7,0,Kochi
2023-11-27,30.2,24.8,0,Kochi
2023-11-28,30.4,24.8,2.5,Kochi
2023-11-29,30.1,23.9,0.3,Kochi
2023-11-30,30.4,24.1,1.4,Kochi
2023-12-01,29.5,24.7,10.9,Kochi
2023-12-02,29.2,24.1,0,Kochi
2023-12-03,29.2,23.9,1.1,Kochi
2023-12-04,29.3,24.4,1.1,Kochi
2023-12-05,30.1,24.5,2,Kochi
2023-12-06,30,24.2,0.5,Kochi
2023-12-07,30,24.6,0,Kochi
2023-12-08,31.1,24.9,3.4,Kochi
2023-12-09,29,24.3,2.8,Kochi
2023-12-10,30.5,24.4,8.8,Kochi
2023-12-11,29,24.1,0,Kochi
2023-12-12,29.4,24.8,8.3,Kochi
2023-12-13,30.7,23.7,0,Kochi
2023-12-14,30.4,23.8,0,Kochi
2023-12-15,30.2,23.5,0,Kochi
2023-12-16,29.8,24.1,1.3,Kochi
2023-12-17,27.3,24.2,11.1,Kochi
2023-12-18,26.6,24.4,19.8,Kochi
2023-12-19,30.3,24.2,0,Kochi
2023-12-20,31.2,24.6,0,Kochi
2023-12-21,30.3,24.4,0.1,Kochi
2023-12-22,30.7,24.3,0,Kochi
2023-12-23,31.3,23.9,0,Kochi
2023-12-24,32,21.9,0,Kochi
2023-12-25,31.1,24.3,0,Kochi
2023-12-26,31.3,24.2,0,Kochi
2023-12-27,32,22.1,0,Kochi
2023-12-28,32.4,24.2,0.1,Kochi
2023-12-29,32.6,24.3,0.1,Kochi
2023-12-30,33,24.2,0.2,Kochi
2023-12-31,33.1,25,0,Kochi
2024-01-01,31.2,24.6,0.1,Kochi
2024-01-02,31.5,24.6,0.2,Kochi
2024-01-03,30.6,24.7,18.9,Kochi
2024-01-04,30.5,23.9,35.4,Kochi
2024-01-05,28.1,24.4,36.3,Kochi
2024-01-06,29.5,23.5,26.6,Kochi
2024-01-07,29.7,23.8,1.7,Kochi
2024-01-08,29.5,24.3,8.9,Kochi
2024-01-09,27.8,23.8,33.9,Kochi
2024-01-10,29.4,24.2,5.6,Kochi
2024-01-11,31.3,23.6,0,Kochi
2024-01-12,31.5,24,0,Kochi
2024-01-13,30.2,23.6,0,Kochi
2024-01-14,30.4,23.6,0,Kochi
2024-01-15,29.8,23,0,Kochi
2024-01-16,29,23.6,4.2,Kochi
2024-01-17,28.8,23.9,2.8,Kochi
2024-01-18,30.1,23.7,2.4,Kochi
2024-01-19,29.7,24.4,2,Kochi
2024-01-20,29.2,23.3,14.3,Kochi
2024-01-21,31.8,23.8,3.2,Kochi
2024-01-22,30.9,23.8,3.4,Kochi
2024-01-23,30.6,24.4,1.6,Kochi
2024-01-24,28.7,24.4,45.8,Kochi
2024-01-25,30.6,23.7,0.2,Kochi
2024-01-26,32.5,23.5,0,Kochi
2024-01-27,33.1,23.5,0,Kochi
2024-01-28,31,23.2,0,Kochi
2024-01-29,31.2,23.8,0,Kochi
2024-01-30,32,23.4,0,Kochi
2024-01-31,31.7,24.2,0,Kochi
2024-02-01,32.7,24.2,1,Kochi
2024-02-02,31.6,24.2,0.4,Kochi
2024-02-03,30.7,24.4,1.8,Kochi
2024-02-04,32,24.7,0,Kochi
2024-02-05,33.3,24.6,0,Kochi
2024-02-06,33.2,23.2,0,Kochi
2024-02-07,32.2,23.6,0,Kochi
2024-02-08,32.4,23.7,0,Kochi
2024-02-09,32.4,23.8,0.3,Kochi
2024-02-10,33.9,24.1,0,Kochi
2024-02-11,33.2,24.7,0,Kochi
2024-02-12,32.2,24.4,0,Kochi
2024-02-13,33,23.7,0.2,Kochi
2024-02-14,33,25.5,0,Kochi
2024-02-15,32.5,25,0.2,Kochi
2024-02-16,34.8,24.9,0,Kochi
2024-02-17,33.7,24.6,0.3,Kochi
2024-02-18,31.7,23.5,5.5,Kochi
2024-02-19,34.4,24.9,0,Kochi
2024-02-20,33.4,25.4,0.1,Kochi
2024-02-21,30.9,24.4,11.3,Kochi
2024-02-22,31.7,24.8,1.4,Kochi
2024-02-23,32,25.5,0.3,Kochi
2024-02-24,31.1,23.3,4.9,Kochi
2024-02-25,32.9,26.3,0,Kochi
2024-02-26,33,25.5,0.6,Kochi
2024-02-27,34.9,25.3,0,Kochi
2024-02-28,33,25.3,0,Kochi
2024-02-29,33.4,25.4,0,Kochi
2024-03-01,33.2,25.5,0.1,Kochi
2024-03-02,32.7,25.7,0,Kochi
2024-03-03,31.5,25.6,2.3,Kochi
2024-03-04,31.2,24.3,1.4,Kochi
2024-03-05,33.1,25.5,0.7,Kochi
2024-03-06,32.5,25.3,1.9,Kochi
2024-03-07,32.4,26,0,Kochi
2024-03-08,32.2,25.1,0,Kochi
2024-03-09,32.5,25.2,1,Kochi
2024-03-10,32.7,25.2,0.1,Kochi
2024-03-11,31.2,24.9,11.2,Kochi
2024-03-12,32.5,24.7,0,Kochi
2024-03-13,31,26.3,1.8,Kochi
2024-03-14,31.8,25.6,0.6,Kochi
2024-03-15,31.7,24.8,3.8,Kochi
2024-03-16,31.6,24.1,2.4,Kochi
2024-03-17,32.1,25.3,2.3,Kochi
2024-03-18,31.7,24.4,2,Kochi
2024-03-19,32.4,24.3,0.9,Kochi
2024-03-20,32.3,25.1,1.1,Kochi
2024-03-21,33.1,25.1,0,Kochi
2024-03-22,32.4,25.2,6.5,Kochi
2024-03-23,32.3,24.8,3,Kochi
2024-03-24,31.9,24.7,3.7,Kochi
2024-03-25,31.9,24.1,4.4,Kochi
2024-03-26,32.1,24.9,1.3,Kochi
2024-03-27,32.4,25.6,1,Kochi
2024-03-28,31.7,25.4,5.8,Kochi
2024-03-29,29.9,23.2,23.6,Kochi
2024-03-30,32.3,26.1,0.8,Kochi
2024-03-31,31.5,25.7,0.5,Kochi
2024-04-01,32.5,26,1.3,Kochi
2024-04-02,31.8,24.9,19.4,Kochi
2024-04-03,30.8,25.1,11.2,Kochi
2024-04-04,31.9,25.4,31.1,Kochi
2024-04-05,30.9,24.1,4.6,Kochi
2024-04-06,33.4,26.6,0,Kochi
2024-04-07,32.2,25.5,9.7,Kochi
2024-04-08,33,25,24.9,Kochi
2024-04-09,32.2,25.7,1.9,Kochi
2024-04-10,32.6,26.3,0.9,Kochi
2024-04-11,32.3,25.9,18.4,Kochi
2024-04-12,32.5,25.2,16,Kochi
2024-04-13,31.8,25.5,9.6,Kochi
2024-04-14,32.1,25.1,3.7,Kochi
2024-04-15,34,25.8,0,Kochi
2024-04-16,32.4,25.1,2.6,Kochi
2024-04-17,31.5,25.9,0.8,Kochi
2024-04-18,32.2,26.3,2.8,Kochi
2024-04-19,31.4,26.1,4.7,Kochi
2024-04-20,32.8,26.2,4.2,Kochi
2024-04-21,32.9,24.9,18.3,Kochi
2024-04-22,32,25.4,5.4,Kochi
2024-04-23,33.3,25.7,1.6,Kochi
2024-04-24,31.8,25.7,0.6,Kochi
2024-04-25,33,26.3,3.1,Kochi
2024-04-26,33.7,25.7,16.7,Kochi
2024-04-27,33.5,25.8,1.8,Kochi
2024-04-28,32.5,26,3.3,Kochi
2024-04-29,33.3,26,1.7,Kochi
2024-04-30,32.3,24.7,13.8,Kochi
2024-05-01,32.7,25.8,1.2,Kochi
2024-05-02,33.9,26.3,1.7,Kochi
2024-05-03,33.4,25.6,10.2,Kochi
2024-05-04,32.9,25.7,5.2,Kochi
2024-05-05,32.5,25.3,13.5,Kochi
2024-05-06,34,28.4,0.3,Kochi
2024-05-07,34.5,27.4,0.1,Kochi
2024-05-08,33.5,25.8,27.5,Kochi
2024-05-09,32.9,25.6,7.9,Kochi
2024-05-10,31,24.8,9.9,Kochi
2024-05-11,31.6,27.1,42,Kochi
2024-05-12,31.3,25.8,35.7,Kochi
2024-05-13,30.5,26.1,0.9,Kochi
2024-05-14,29.7,26.3,9.5,Kochi
2024-05-15,31.9,25.6,27.8,Kochi
2024-05-16,30.4,25.7,13.8,Kochi
2024-05-17,29.6,24.7,56.7,Kochi
2024-05-18,28.9,25.2,15.6,Kochi
2024-05-19,29.2,24.5,25.7,Kochi
2024-05-20,26.7,24.6,69.2,Kochi
2024-05-21,29,25.2,34.2,Kochi
2024-05-22,27.1,25.2,152.2,Kochi
2024-05-23,27.9,25.2,146.7,Kochi
2024-05-24,27.5,25.2,62.7,Kochi
2024-05-25,28.7,23.9,66.9,Kochi
2024-05-26,29.6,24,27,Kochi
2024-05-27,28.3,24.4,56.7,Kochi
2024-05-28,26.5,24.9,171.9,Kochi
2024-05-29,28.1,25.2,28.3,Kochi
2024-05-30,28.2,24.1,87.4,Kochi
2024-05-31,29.5,25.2,38.8,Kochi
2024-06-01,29.7,24.6,10.1,Kochi
2024-06-02,27.9,25.1,33.2,Kochi
2024-06-03,28.9,23.8,33.6,Kochi
2024-06-04,28.9,24.8,13,Kochi
2024-06-05,28.4,24.5,36.2,Kochi
2024-06-06,27.3,24.9,37.4,Kochi
2024-06-07,27.4,24.9,15.2,Kochi
2024-06-08,27.4,24.3,37.9,Kochi
2024-06-09,28.4,24.5,12.6,Kochi
2024-06-10,28.5,24.3,10.6,Kochi
2024-06-11,28.6,24.5,13.6,Kochi
2024-06-12,26.7,24.6,8.9,Kochi
2024-06-13,28.3,24.3,9.4,Kochi
2024-06-14,28.9,24.8,2,Kochi
2024-06-15,29.5,24,1.2,Kochi
2024-06-16,29.3,25,5.7,Kochi
2024-06-17,28.5,25.2,24.6,Kochi
2024-06-18,28,24.2,29.2,Kochi
2024-06-19,27.7,24,26.8,Kochi
2024-06-20,27.1,23.6,34.6,Kochi
2024-06-21,26.1,23.5,29.4,Kochi
2024-06-22,26.8,24,32.1,Kochi
2024-06-23,26.8,24.4,50.8,Kochi
2024-06-24,27,24.5,43.7,Kochi
2024-06-25,26.6,24.2,53.2,Kochi
2024-06-26,26.4,24.4,47,Kochi
2024-06-27,26.8,23.7,26.7,Kochi
2024-06-28,28.6,23.9,6.4,Kochi
2024-06-29,28.7,24.3,4.9,Kochi
2024-06-30,27.8,24.3,18,Kochi
2024-07-01,27.5,24.9,13.3,Kochi
2024-07-02,28.5,24.8,3.1,Kochi
2024-07-03,28.8,24.5,9.3,Kochi
2024-07-04,29,23.9,14.4,Kochi
2024-07-05,27.4,24.4,5.9,Kochi
2024-07-06,27.7,24.3,5.8,Kochi
2024-07-07,28.3,24.7,5.4,Kochi
2024-07-08,26.2,23.9,25.7,Kochi
2024-07-09,27.9,23.5,5.5,Kochi
2024-07-10,28.6,23.6,35.4,Kochi
2024-07-11,28.6,23.9,0.6,Kochi
2024-07-12,27,24.8,23.7,Kochi
2024-07-13,26.5,24.5,33.3,Kochi
2024-07-14,27.7,23.9,14.7,Kochi
2024-07-15,26.6,24.1,39.3,Kochi
2024-07-16,27.5,24,35.4,Kochi
2024-07-17,26.4,24.6,25.5,Kochi
2024-07-18,26.3,24.5,27.2,Kochi
2024-07-19,26.9,23.8,6.7,Kochi
2024-07-20,29,24.3,8.6,Kochi
2024-07-21,29.3,25,4,Kochi
2024-07-22,28.1,24.8,3.6,Kochi
2024-07-23,28.4,24.8,3.5,Kochi
2024-07-24,28.7,24.2,2.5,Kochi
2024-07-25,27.9,24.1,12.4,Kochi
2024-07-26,28.3,24.5,11.8,Kochi
2024-07-27,28,24.6,7,Kochi
2024-07-28,28,23.8,15.6,Kochi
2024-07-29,26.2,23.6,44.2,Kochi
2024-07-30,26.5,24,33.6,Kochi
2024-07-31,26.2,24.1,22,Kochi
2024-08-01,27.3,24,5.9,Kochi
2024-08-02,27.7,23.6,4.9,Kochi
2024-08-03,28.8,24.2,4.1,Kochi
2024-08-04,28.2,24.4,8.8,Kochi
2024-08-05,28.2,24.4,8.1,Kochi
2024-08-06,28.2,23.8,7.9,Kochi
2024-08-07,27.4,24.6,2.4,Kochi
2024-08-08,26.9,24.4,16.5,Kochi
2024-08-09,28.5,24,1.3,Kochi
2024-08-10,27.7,24.3,11.4,Kochi
2024-08-11,28.9,25.3,3.5,Kochi
2024-08-12,28.9,25.4,32.2,Kochi
2024-08-13,28.6,24.4,16.7,Kochi
2024-08-14,28.9,24.3,8.3,Kochi
2024-08-15,28.8,24.8,1.6,Kochi
2024-08-16,28.1,25.1,10.5,Kochi
2024-08-17,28.2,25.1,5,Kochi
2024-08-18,28.2,24.8,0.8,Kochi
2024-08-19,28.6,25.2,10.4,Kochi
2024-08-20,29.2,24.7,14.1,Kochi
2024-08-21,29.1,24.1,11.7,Kochi
2024-08-22,28.8,24.3,2.6,Kochi
2024-08-23,28.7,24.2,1.6,Kochi
2024-08-24,27.7,24.8,7.1,Kochi
2024-08-25,29,24.6,5.4,Kochi
2024-08-26,28.8,24.4,6.3,Kochi
2024-08-27,27.7,24.1,7.6,Kochi
2024-08-28,27.2,24.3,4,Kochi
2024-08-29,26.2,23.9,12.7,Kochi
2024-08-30,27.8,23.5,26.3,Kochi
2024-08-31,26.8,23.9,7.5,Kochi
2024-09-01,27.1,24.4,13.7,Kochi
2024-09-02,28.2,24.1,7.4,Kochi
2024-09-03,26.6,23.8,12.1,Kochi
2024-09-04,27.3,24.4,5.1,Kochi
2024-09-05,28.5,24.8,3.5,Kochi
2024-09-06,28.3,23.8,2.8,Kochi
2024-09-07,28.7,24.9,4.5,Kochi
2024-09-08,27.7,24.3,10.6,Kochi
2024-09-09,26.7,24.6,22.6,Kochi
2024-09-10,28.2,24.1,9.9,Kochi
2024-09-11,26.7,23.7,10.3,Kochi
2024-09-12,28,23.9,1.3,Kochi
2024-09-13,28.6,24.5,1.7,Kochi
2024-09-14,28.5,24.7,8.5,Kochi
2024-09-15,28.7,24.8,4.6,Kochi
2024-09-16,29,25,1.2,Kochi
2024-09-17,28.9,24.8,3,Kochi
2024-09-18,29,24.4,2.3,Kochi
2024-09-19,28.4,24.3,1.3,Kochi
2024-09-20,28.5,23.5,1.9,Kochi
2024-09-21,28.4,24,2.1,Kochi
2024-09-22,28.1,24.4,5.9,Kochi
2024-09-23,27.9,24.5,25.7,Kochi
2024-09-24,28.7,24.4,4.6,Kochi
2024-09-25,28.8,24.4,4.7,Kochi
2024-09-26,28.9,24,1.7,Kochi
2024-09-27,29,24.7,3.6,Kochi
2024-09-28,29,25,0.4,Kochi
2024-09-29,30.6,24.4,17.1,Kochi
2024-09-30,30.3,23.8,10.7,Kochi
2024-10-01,29.7,24,1.4,Kochi
2024-10-02,29.8,25.2,3.6,Kochi
2024-10-03,29.3,25.1,4.1,Kochi
2024-10-04,29.5,24.9,6.8,Kochi
2024-10-05,27.8,23.6,1,Kochi
2024-10-06,29,24.9,15.9,Kochi
2024-10-07,28.7,23.9,23.4,Kochi
2024-10-08,29,24.1,2.3,Kochi
2024-10-09,27.6,24.2,28.9,Kochi
2024-10-10,27.5,23.7,8.8,Kochi
2024-10-11,27.7,24.1,15.2,Kochi
2024-10-12,28.7,24.1,30,Kochi
2024-10-13,28.5,24.2,2.9,Kochi
2024-10-14,28.4,23.9,23.8,Kochi
2024-10-15,26.7,23.2,21.7,Kochi
2024-10-16,27,24.1,10.4,Kochi
2024-10-17,28.1,24.3,3.5,Kochi
2024-10-18,28.8,23.7,1.5,Kochi
2024-10-19,28.6,24.1,2.5,Kochi
2024-10-20,29.5,24.3,0.4,Kochi
2024-10-21,28.4,24.2,20.9,Kochi
2024-10-22,29.5,24.8,1.1,Kochi
2024-10-23,29.2,23.6,13.8,Kochi
2024-10-24,28.3,23.1,20.7,Kochi
2024-10-25,26.8,23.6,29.6,Kochi
2024-10-26,28.7,23,13.6,Kochi
2024-10-27,28.4,23.4,2,Kochi
2024-10-28,28.8,24,1.3,Kochi
2024-10-29,29.4,23.3,0.6,Kochi
2024-10-30,29.2,24.3,0.5,Kochi
2024-10-31,29.7,24.5,1.2,Kochi
2024-11-01,29.2,23.9,3.9,Kochi
2024-11-02,29,24,29.9,Kochi
2024-11-03,29.7,23.2,11.7,Kochi
2024-11-04,28.5,22.9,8,Kochi
2024-11-05,28.4,22.8,0.6,Kochi
2024-11-06,28.5,23.5,1.2,Kochi
2024-11-07,29.1,23.8,1.3,Kochi
2024-11-08,28.5,23.9,11.3,Kochi
2024-11-09,29,23.8,0.5,Kochi
2024-11-10,29,23.4,1.4,Kochi
2024-11-11,29.1,23.9,1.6,Kochi
2024-11-12,29.4,23.8,0.8,Kochi
2024-11-13,31.1,24.1,1.5,Kochi
2024-11-14,30.3,24.4,16.3,Kochi
2024-11-15,30,24.2,14.2,Kochi
2024-11-16,29.7,24.2,12.5,Kochi
2024-11-17,30.5,24.3,2.2,Kochi
2024-11-18,29.9,24.6,0,Kochi
2024-11-19,32.4,24.4,0.4,Kochi
2024-11-20,27.8,24,7.2,Kochi
2024-11-21,31.5,24.3,0.2,Kochi
2024-11-22,31.9,24.8,0.4,Kochi
2024-11-23,31.2,24.5,0.3,Kochi
2024-11-24,31.3,24.5,0.8,Kochi
2024-11-25,32.5,25.2,1.9,Kochi
2024-11-26,28.8,24.4,14.7,Kochi
2024-11-27,29.2,24.1,1.8,Kochi
2024-11-28,30,24.1,0.1,Kochi
2024-11-29,30.9,25,0.2,Kochi
2024-11-30,30,25.1,2.3,Kochi
2024-12-01,29,24.7,11,Kochi
2024-12-02,27.2,24.1,33.3,Kochi
2024-12-03,28.8,23.6,4.8,Kochi
2024-12-04,29,24.7,1.9,Kochi
2024-12-05,29.8,23.9,3.1,Kochi
2024-12-06,30.1,23.8,0.2,Kochi
2024-12-07,29.6,24.3,2.7,Kochi
2024-12-08,30.2,24.1,1.2,Kochi
2024-12-09,30.4,23.8,0.3,Kochi
2024-12-10,29.7,24,4.8,Kochi
2024-12-11,31.1,23.9,0,Kochi
2024-12-12,27,24.7,35.6,Kochi
2024-12-13,27.9,24.7,23.1,Kochi
2024-12-14,28.5,24,3.7,Kochi
2024-12-15,30,22.9,0,Kochi
2024-12-16,30.4,22.8,0,Kochi
2024-12-17,30.1,24.5,0,Kochi
2024-12-18,29.9,23.2,0,Kochi
2024-12-19,30.5,23.4,0.1,Kochi
2024-12-20,30.4,24.3,0.5,Kochi
2024-12-21,30.5,24.4,0.4,Kochi
2024-12-22,30.4,24.5,2.4,Kochi
2024-12-23,30.6,23.8,0.4,Kochi
2024-12-24,30.2,22.9,0,Kochi
2024-12-25,30.1,23,0.1,Kochi
2024-12-26,29.8,23.6,0.3,Kochi
2024-12-27,30.1,24.3,1.9,Kochi
2024-12-28,30.9,24.6,0,Kochi
2024-12-29,31.2,24.4,0.1,Kochi
2024-12-30,32.3,24.1,0.5,Kochi
2024-12-31,32.8,25.6,0.3,Kochi
2025-01-01,33.9,24.2,0,Kochi
2025-01-02,31.7,23.6,0,Kochi
2025-01-03,34,22.5,0,Kochi
2025-01-04,32.3,23.1,0,Kochi
2025-01-05,32.8,22.4,0,Kochi
2025-01-06,32.4,22.7,0,Kochi
2025-01-07,31.2,22.7,0,Kochi
2025-01-08,31.2,23.5,0.4,Kochi
2025-01-09,33,24.3,0,Kochi
2025-01-10,33,24.3,0,Kochi
2025-01-11,31.6,25.6,0.6,Kochi
2025-01-12,33,25.2,0.4,Kochi
2025-01-13,32.3,25.3,2.4,Kochi
2025-01-14,30.2,25,1,Kochi
2025-01-15,30.9,25,1.4,Kochi
2025-01-16,31.3,24.4,0,Kochi
2025-01-17,32.9,24.3,0,Kochi
2025-01-18,33.1,23.1,0,Kochi
2025-01-19,28.4,25.1,2.5,Kochi
2025-01-20,30.9,24.7,0,Kochi
2025-01-21,32.6,24.1,0,Kochi
2025-01-22,32.4,23.5,0,Kochi
2025-01-23,33.3,25.6,0.8,Kochi
2025-01-24,32.7,24.3,0,Kochi
2025-01-25,33.6,24.7,0,Kochi
2025-01-26,32.5,25.5,0,Kochi
2025-01-27,32.8,23.5,0,Kochi
2025-01-28,31.3,23.5,0,Kochi
2025-01-29,32.7,25,0,Kochi
2025-01-30,32.6,24.9,0,Kochi
2025-01-31,32.4,25,2.6,Kochi
2025-02-01,30.8,24,2.1,Kochi
2025-02-02,31.5,23.8,2,Kochi
2025-02-03,30.4,24.9,1.1,Kochi
2025-02-04,34,24.6,0,Kochi
2025-02-05,32.8,24,0,Kochi
2025-02-06,32.1,24.1,0,Kochi
2025-02-07,33.3,24.3,0,Kochi
2025-02-08,32.9,23.4,0,Kochi
2025-02-09,34,23.9,0,Kochi
2025-02-10,32.3,24.3,0,Kochi
2025-02-11,32,24.5,0,Kochi
2025-02-12,32.2,23.8,0,Kochi
2025-02-13,31.6,24.4,0,Kochi
2025-02-14,31.4,24,0,Kochi
2025-02-15,32.2,24.4,0,Kochi
2025-02-16,31.9,25.1,0.2,Kochi
2025-02-17,31.2,24.9,0.2,Kochi
2025-02-18,31.1,25,0,Kochi
2025-02-19,31.7,24.5,0.1,Kochi
2025-02-20,32.2,25.4,0.3,Kochi
2025-02-21,32,25.4,0,Kochi
2025-02-22,30.9,25.7,1,Kochi
2025-02-23,32.2,25.1,1,Kochi
2025-02-24,32.6,25.1,0,Kochi
2025-02-25,32.9,24.3,2.6,Kochi
2025-02-26,34.5,25.9,0,Kochi
2025-02-27,33.8,26.6,0.3,Kochi
2025-02-28,34.7,25.5,0.7,Kochi
2025-03-01,32.5,26.1,3.2,Kochi
2025-03-02,33.6,26.1,4.9,Kochi
2025-03-03,33.4,25.2,0.1,Kochi
2025-03-04,31.9,26.2,0.7,Kochi
2025-03-05,32,25.9,0.7,Kochi
2025-03-06,32.2,25.1,0.2,Kochi
2025-03-07,32.9,25.6,5.5,Kochi
2025-03-08,30.3,25,1.2,Kochi
2025-03-09,32.1,25.4,1.8,Kochi
2025-03-10,34.1,25.4,0.4,Kochi
2025-03-11,34.8,25.5,0.2,Kochi
2025-03-12,33.2,25.9,10.4,Kochi
2025-03-13,31.5,24.4,0,Kochi
2025-03-14,31.8,25.4,0.3,Kochi
2025-03-15,32.9,25.5,3.2,Kochi
2025-03-16,31.8,25.2,20.9,Kochi
2025-03-17,30.2,23.5,13.2,Kochi
2025-03-18,31.4,25.1,11.5,Kochi
2025-03-19,31.3,24.2,1.8,Kochi
2025-03-20,32.1,25.4,0.5,Kochi
2025-03-21,31.7,26.2,5,Kochi
2025-03-22,30.8,25.1,2.1,Kochi
2025-03-23,31.5,25,3,Kochi
2025-03-24,32.4,25.5,0.8,Kochi
2025-03-25,31.5,25.3,9.1,Kochi
2025-03-26,31.5,24.9,2.3,Kochi
2025-03-27,31.5,24.8,0,Kochi
2025-03-28,33.3,24.5,3.4,Kochi
2025-03-29,31.9,24.3,0.3,Kochi
2025-03-30,31.9,26.4,0.4,Kochi
2025-03-31,32.4,25.8,1.6,Kochi
2025-04-01,33,24.7,1.4,Kochi
2025-04-02,31.3,25.2,8.8,Kochi
2025-04-03,31.9,25.1,2.4,Kochi
2025-04-04,32.7,25,3.6,Kochi
2025-04-05,30.4,24.3,8.3,Kochi
2025-04-06,30.7,24.9,18.5,Kochi
2025-04-07,31,25.5,1.3,Kochi
2025-04-08,31.6,25.4,0.6,Kochi
2025-04-09,31.1,23.4,9.8,Kochi
2025-04-10,30.1,24.8,0.9,Kochi
2025-04-11,30.5,25,6.7,Kochi
2025-04-12,29.7,24.6,3.4,Kochi
2025-04-13,29.7,24.5,10.1,Kochi
2025-04-14,30.9,25.4,0.2,Kochi
2025-04-15,31.8,22.9,9.7,Kochi
2025-04-16,31.9,24.8,1.4,Kochi
2025-04-17,31.2,24.6,3.7,Kochi
2025-04-18,32.4,26,1.7,Kochi
2025-04-19,31.9,25.6,2.8,Kochi
2025-04-20,33.6,26.3,2.3,Kochi
2025-04-21,33,26.2,9.6,Kochi
2025-04-22,31.5,25.1,1,Kochi
2025-04-23,31.2,25,3.1,Kochi
2025-04-24,31.4,25.3,3.6,Kochi
2025-04-25,30.6,24.3,6.8,Kochi
2025-04-26,31.3,25.4,12.3,Kochi
2025-04-27,31,24,5.1,Kochi
2025-04-28,30.3,24.1,17,Kochi
2025-04-29,30.7,25.3,4.9,Kochi
2025-04-30,31.1,25.2,2.2,Kochi
2025-05-01,31,25.3,1,Kochi
2013-01-01,29,18.9,0,Bangalore
2013-01-02,29.5,16.8,0,Bangalore
2013-01-03,30.4,14.9,0,Bangalore
2013-01-04,30.3,16.4,0,Bangalore
2013-01-05,29.5,17.1,0,Bangalore
2013-01-06,28.7,17.6,0,Bangalore
2013-01-07,29.1,17.4,0,Bangalore
2013-01-08,29.4,16,0,Bangalore
2013-01-09,28.5,16.7,0,Bangalore
2013-01-10,28.3,15.8,0,Bangalore
2013-01-11,28.3,15.2,0,Bangalore
2013-01-12,28.1,14.6,0,Bangalore
2013-01-13,28.4,13,0,Bangalore
2013-01-14,28.8,12.4,0,Bangalore
2013-01-15,28.3,12.3,0,Bangalore
2013-01-16,27.7,13.4,0,Bangalore
2013-01-17,26.9,14.1,0,Bangalore
2013-01-18,27.5,13.2,0,Bangalore
2013-01-19,28.5,15.3,0,Bangalore
2013-01-20,28,13.7,0,Bangalore
2013-01-21,28.3,16.4,0,Bangalore
2013-01-22,27.8,14.7,0,Bangalore
2013-01-23,27.5,14.1,0,Bangalore
2013-01-24,27.9,13.4,0,Bangalore
2013-01-25,27.9,13.8,0,Bangalore
2013-01-26,27.7,12.7,0,Bangalore
2013-01-27,27.7,13.7,0,Bangalore
2013-01-28,28.2,14.2,0,Bangalore
2013-01-29,28.2,15.1,0,Bangalore
2013-01-30,28.5,15.7,0,Bangalore
2013-01-31,28.6,16.9,0,Bangalore
2013-02-01,28.2,14.3,0,Bangalore
2013-02-02,27.8,13.8,0,Bangalore
2013-02-03,28.2,13,0,Bangalore
2013-02-04,28.5,13.7,0,Bangalore
2013-02-05,28.6,16.3,0,Bangalore
2013-02-06,28.7,18.1,0,Bangalore
2013-02-07,29.3,17.3,0,Bangalore
2013-02-08,28.2,19,0,Bangalore
2013-02-09,30.3,18.3,0,Bangalore
2013-02-10,30,16,0,Bangalore
2013-02-11,28.3,15.6,0,Bangalore
2013-02-12,29.9,16.7,0,Bangalore
2013-02-13,28.1,17.5,0.1,Bangalore
2013-02-14,26.3,19.3,0,Bangalore
2013-02-15,28.8,18.3,1.7,Bangalore
2013-02-16,28.7,18.8,1.8,Bangalore
2013-02-17,28.3,19.7,1.4,Bangalore
2013-02-18,26.9,19.2,6.9,Bangalore
2013-02-19,29.4,19.3,0,Bangalore
2013-02-20,30,18.5,0,Bangalore
2013-02-21,30.1,16.4,0,Bangalore
2013-02-22,29.9,15.2,0,Bangalore
2013-02-23,30.3,15.2,0,Bangalore
2013-02-24,31.3,14,0,Bangalore
2013-02-25,31,13.2,0,Bangalore
2013-02-26,31.1,14,0,Bangalore
2013-02-27,31.3,15.7,0,Bangalore
2013-02-28,31.7,15.9,0,Bangalore
2013-03-01,31.9,16.7,0,Bangalore
2013-03-02,31.6,18.2,0,Bangalore
2013-03-03,31.6,16.4,0,Bangalore
2013-03-04,31.4,15.4,0,Bangalore
2013-03-05,30.6,17.9,0,Bangalore
2013-03-06,28,19.1,1.7,Bangalore
