time,temperature_2m_max,temperature_2m_min,precipitation_sum,city
2013-01-01,33.5,24.3,0,Kochi
2013-01-02,32.2,25.2,0.3,Kochi
2013-01-03,34.2,25.9,0,Kochi
2013-01-04,33.9,25.2,0,Kochi
2013-01-05,35.3,25.5,0.4,Kochi
2013-01-06,34.1,25.2,0,Kochi
2013-01-07,32.2,25.8,1,Kochi
2013-01-08,27.2,24.4,2.4,Kochi
2013-01-09,32.7,24,0,Kochi
2013-01-10,33,24.9,0.6,Kochi
2013-01-11,34.6,24.6,0,Kochi
2013-01-12,31.7,25.1,5.3,Kochi
2013-01-13,33.8,23.4,0,Kochi
2013-01-14,33.2,24.2,0,Kochi
2013-01-15,33.2,22.4,0,Kochi
2013-01-16,34,22.1,0,Kochi
2013-01-17,34.7,22.2,0,Kochi
2013-01-18,35,23.1,0,Kochi
2013-01-19,34.7,23.5,0,Kochi
2013-01-20,35.3,24.1,0,Kochi
2013-01-21,35.6,23.4,0,Kochi
2013-01-22,35.5,25.3,0,Kochi
2013-01-23,35.3,23.7,0,Kochi
2013-01-24,35.9,22.8,0,Kochi
2013-01-25,35.2,23.5,0,Kochi
2013-01-26,35.4,24.2,0,Kochi
2013-01-27,35.1,23.5,0,Kochi
2013-01-28,34.6,23.6,0,Kochi
2013-01-29,34.9,24.8,0.1,Kochi
2013-01-30,34.8,25,0,Kochi
2013-01-31,35.7,24.4,0,Kochi
2013-02-01,35.4,23.3,0,Kochi
2013-02-02,34.9,22.6,0,Kochi
2013-02-03,34.5,23.8,0,Kochi
2013-02-04,32.5,25,0.5,Kochi
2013-02-05,35.2,23.8,0.1,Kochi
2013-02-06,34.5,24.6,1.5,Kochi
2013-02-07,35.4,24.6,0.3,Kochi
2013-02-08,34.6,25.7,0.1,Kochi
2013-02-09,35.1,25.7,0,Kochi
2013-02-10,35.3,25.3,0,Kochi
2013-02-11,36.2,25.5,0,Kochi
2013-02-12,36.5,25.6,0,Kochi
2013-02-13,36.3,26.1,3.8,Kochi
2013-02-14,33.5,26.3,7.8,Kochi
2013-02-15,32.5,25.2,6.8,Kochi
2013-02-16,34.2,25.6,0.6,Kochi
2013-02-17,33.8,25.8,6.8,Kochi
2013-02-18,35,24.9,2.9,Kochi
2013-02-19,32,23.7,10.5,Kochi
2013-02-20,33.4,24.2,0,Kochi
2013-02-21,33.4,24.9,0,Kochi
2013-02-22,34.4,24.7,0,Kochi
2013-02-23,34.9,24.2,0,Kochi
2013-02-24,34.9,25.1,0.4,Kochi
2013-02-25,34.6,25.5,0.1,Kochi
2013-02-26,36,24.7,0,Kochi
2013-02-27,36.5,24.8,0,Kochi
2013-02-28,35.9,24,0,Kochi
2013-03-01,37.5,25,0,Kochi
2013-03-02,36.3,24.9,0,Kochi
2013-03-03,36.3,24.4,0,Kochi
2013-03-04,35.4,25.2,0,Kochi
2013-03-05,35.4,24.9,4.5,Kochi
2013-03-06,33.8,25.4,6.7,Kochi
2013-03-07,35.9,25.4,0.4,Kochi
2013-03-08,36.5,26.2,6,Kochi
2013-03-09,34.3,25.5,10.1,Kochi
2013-03-10,36.1,25.1,1.9,Kochi
2013-03-11,34.3,26.8,2.4,Kochi
2013-03-12,35.1,26,1,Kochi
2013-03-13,35.6,26.4,0.2,Kochi
2013-03-14,35.4,27.3,0,Kochi
2013-03-15,36,26.4,1.2,Kochi
2013-03-16,34.5,25.8,11.8,Kochi
2013-03-17,34.5,24.7,4.7,Kochi
2013-03-18,33.2,25,2.3,Kochi
2013-03-19,34.3,26.3,1.3,Kochi
2013-03-20,34.5,26.4,0.6,Kochi
2013-03-21,34.8,26.5,3.4,Kochi
2013-03-22,35.7,25.8,0.4,Kochi
2013-03-23,34.6,26.7,0.1,Kochi
2013-03-24,38.1,27.1,0.5,Kochi
2013-03-25,36.1,26.2,2.2,Kochi
2013-03-26,35,26.1,7.5,Kochi
2013-03-27,35.3,26.2,0,Kochi
2013-03-28,34.4,26.1,2,Kochi
2013-03-29,37,27,1.7,Kochi
2013-03-30,36,26.9,0.7,Kochi
2013-03-31,36.1,26.7,0.6,Kochi
2013-04-01,34.9,27.9,0.4,Kochi
2013-04-02,34.8,26.2,0.1,Kochi
2013-04-03,35.5,28,0.7,Kochi
2013-04-04,34.8,27.3,2,Kochi
2013-04-05,35.6,26.9,0.3,Kochi
2013-04-06,35.2,27.7,1.5,Kochi
2013-04-07,36,27.2,0.3,Kochi
2013-04-08,37,27.3,0,Kochi
2013-04-09,36.4,26.9,7.3,Kochi
2013-04-10,34.8,26.3,2.4,Kochi
2013-04-11,34.8,27.2,4.8,Kochi
2013-04-12,36.4,27.2,0.1,Kochi
2013-04-13,33.7,27.6,0.8,Kochi
2013-04-14,35.9,26.5,2.7,Kochi
2013-04-15,33.8,25.8,13.5,Kochi
2013-04-16,34.9,26.2,0,Kochi
2013-04-17,34.5,27.5,0.7,Kochi
2013-04-18,34.2,26.9,0,Kochi
2013-04-19,35.4,26.1,0,Kochi
2013-04-20,35.6,26,0,Kochi
2013-04-21,35.5,25,0,Kochi
2013-04-22,36,26.2,0.1,Kochi
2013-04-23,36.7,27.4,0.8,Kochi
2013-04-24,36.5,26.7,4,Kochi
2013-04-25,34.5,26.6,12.2,Kochi
2013-04-26,36.5,26.7,2.9,Kochi
2013-04-27,36.2,26.1,3.5,Kochi
2013-04-28,34.7,26,3.5,Kochi
2013-04-29,34.2,26.3,1.9,Kochi
2013-04-30,35.4,26.9,1.8,Kochi
2013-05-01,34.5,25.9,1.6,Kochi
2013-05-02,33.4,27,10.5,Kochi
2013-05-03,33.5,26.8,12.3,Kochi
2013-05-04,34.1,27,4.8,Kochi
2013-05-05,33.9,27.5,3.3,Kochi
2013-05-06,32.5,25.8,15.8,Kochi
2013-05-07,31,25.4,4.4,Kochi
2013-05-08,32.9,25.3,5.9,Kochi
2013-05-09,32.6,26,2.6,Kochi
2013-05-10,32.7,27.1,6.2,Kochi
2013-05-11,33.4,26.6,0,Kochi
2013-05-12,34.4,25.5,0,Kochi
2013-05-13,29.2,26.2,24.2,Kochi
2013-05-14,31.6,25.8,10.3,Kochi
2013-05-15,31,26,5,Kochi
2013-05-16,32.8,24.6,0,Kochi
2013-05-17,33.1,25.5,0,Kochi
2013-05-18,33.8,25.9,0,Kochi
2013-05-19,34.1,24.9,0,Kochi
2013-05-20,33.7,25.6,1.1,Kochi
2013-05-21,34,25.3,4.4,Kochi
2013-05-22,32.3,26.6,10.6,Kochi
2013-05-23,31.7,26,10,Kochi
2013-05-24,31.9,26.3,16.3,Kochi
2013-05-25,29.3,25.1,27,Kochi
2013-05-26,29.9,24.8,15.7,Kochi
2013-05-27,31,25.1,11.7,Kochi
2013-05-28,29.2,25.3,42,Kochi
2013-05-29,30.2,25.3,1.5,Kochi
2013-05-30,31.6,25.7,12.5,Kochi
2013-05-31,29.3,24.8,33.3,Kochi
2013-06-01,29.3,24.3,17,Kochi
2013-06-02,27.1,24.3,29.7,Kochi
2013-06-03,27.1,23.6,45.2,Kochi
2013-06-04,27.7,24,20.2,Kochi
2013-06-05,31,25.6,15.8,Kochi
2013-06-06,28.4,24,54.7,Kochi
2013-06-07,29,24.3,43.7,Kochi
2013-06-08,27,23.7,32,Kochi
2013-06-09,30.2,23.7,16.1,Kochi
2013-06-10,29.5,25.1,13.5,Kochi
2013-06-11,27.7,23.9,33.5,Kochi
2013-06-12,26.6,23.3,58.2,Kochi
2013-06-13,27.9,23.9,20.9,Kochi
2013-06-14,30.1,24.9,13.2,Kochi
2013-06-15,29.6,24.3,32.7,Kochi
2013-06-16,27.9,24.2,28,Kochi
2013-06-17,26.2,24.3,16.9,Kochi
2013-06-18,27.5,24.3,42.9,Kochi
2013-06-19,26.9,24.3,50.3,Kochi
2013-06-20,27.4,23.7,54,Kochi
2013-06-21,28.6,24.8,23.9,Kochi
2013-06-22,25.4,24.4,88.5,Kochi
2013-06-23,27.2,24.2,25.7,Kochi
2013-06-24,29,24.4,15.5,Kochi
2013-06-25,29.1,24.6,28.9,Kochi
2013-06-26,28.3,24.5,24.2,Kochi
2013-06-27,29.5,24.5,25.9,Kochi
2013-06-28,29.6,25,12.4,Kochi
2013-06-29,29.8,24.5,3.4,Kochi
2013-06-30,28.7,24.6,30.6,Kochi
2013-07-01,27.8,23.9,34.6,Kochi
2013-07-02,29.5,24.2,17.5,Kochi
2013-07-03,29.5,24,18.5,Kochi
2013-07-04,29.5,24.2,17.4,Kochi
2013-07-05,30.6,24.5,5.2,Kochi
2013-07-06,30.5,24.4,3.5,Kochi
2013-07-07,28.4,24.3,12.8,Kochi
2013-07-08,27.6,23.8,41.9,Kochi
2013-07-09,26.9,24.1,27.3,Kochi
2013-07-10,25.9,24.3,42.6,Kochi
2013-07-11,28.2,23.8,44.9,Kochi
2013-07-12,28.4,24,13.4,Kochi
2013-07-13,29.2,23.9,12.5,Kochi
2013-07-14,30.2,24.4,2.7,Kochi
2013-07-15,29.2,24.2,14.9,Kochi
2013-07-16,27.2,24.7,22.5,Kochi
2013-07-17,28.7,24.3,12.7,Kochi
2013-07-18,27.4,24.2,24.6,Kochi
2013-07-19,27.2,23.9,36.6,Kochi
2013-07-20,27.4,24.1,27.1,Kochi
2013-07-21,27.2,24.1,30,Kochi
2013-07-22,27.6,24.2,32.4,Kochi
2013-07-23,28.1,24.6,20.1,Kochi
2013-07-24,28.1,23.9,22.8,Kochi
2013-07-25,28.5,24.1,16,Kochi
2013-07-26,28.2,22.9,15,Kochi
2013-07-27,29.5,22.3,3.6,Kochi
2013-07-28,30.1,24.4,16.2,Kochi
2013-07-29,31.1,24.5,0.6,Kochi
2013-07-30,30.8,24.7,6.3,Kochi
2013-07-31,30.7,25,6.1,Kochi
2013-08-01,29.2,24.3,14.3,Kochi
2013-08-02,29,24.9,12.8,Kochi
2013-08-03,29,24.3,15.4,Kochi
2013-08-04,25.9,23.6,81.4,Kochi
2013-08-05,26.3,22.8,53.8,Kochi
2013-08-06,27,23.1,29.5,Kochi
2013-08-07,29.1,23.7,9.3,Kochi
2013-08-08,30.1,23.6,6.6,Kochi
2013-08-09,27.9,24.4,20.2,Kochi
2013-08-10,28.6,24.6,6.7,Kochi
2013-08-11,29.1,24.1,6.7,Kochi
2013-08-12,29.7,24.4,5,Kochi
2013-08-13,28.9,24.5,6.5,Kochi
2013-08-14,29.7,24.1,2.3,Kochi
2013-08-15,29.7,24.1,4.7,Kochi
2013-08-16,29.1,24.2,5.3,Kochi
2013-08-17,29.2,24.1,15.7,Kochi
2013-08-18,27.6,23.6,20.1,Kochi
2013-08-19,30.3,23.5,1.7,Kochi
2013-08-20,30.3,24.4,22.7,Kochi
2013-08-21,29.4,24.7,15,Kochi
2013-08-22,30.6,24.5,2.9,Kochi
2013-08-23,30.5,25,3.8,Kochi
2013-08-24,29.8,24.6,1.6,Kochi
2013-08-25,29.6,24.8,5.1,Kochi
2013-08-26,29.9,24.6,1.7,Kochi
2013-08-27,30.4,24,1.5,Kochi
2013-08-28,30.4,24.2,5.4,Kochi
2013-08-29,30.2,24.7,3.6,Kochi
2013-08-30,30.8,25.4,3.2,Kochi
2013-08-31,31.1,25.5,1.2,Kochi
2013-09-01,30.5,24.7,4.3,Kochi
2013-09-02,31.1,24.7,10.4,Kochi
2013-09-03,30.3,24.7,12,Kochi
2013-09-04,30.3,24.9,14,Kochi
2013-09-05,30.4,24.5,7.6,Kochi
2013-09-06,26.2,23.9,31,Kochi
2013-09-07,27,23.9,27,Kochi
2013-09-08,27.3,23.5,48.7,Kochi
2013-09-09,27.8,23.5,19.4,Kochi
2013-09-10,28.5,24.1,10.4,Kochi
2013-09-11,29.1,24.2,13.9,Kochi
2013-09-12,27.1,24.3,21.4,Kochi
2013-09-13,27.3,24.2,32.8,Kochi
2013-09-14,29,24.6,25.7,Kochi
2013-09-15,29,24.3,28.4,Kochi
2013-09-16,28.4,24.8,49.4,Kochi
2013-09-17,27,24.6,38.8,Kochi
2013-09-18,27.5,24.2,19.8,Kochi
2013-09-19,28.2,25,24.3,Kochi
2013-09-20,29.1,24.7,20.6,Kochi
2013-09-21,29.7,24.9,6.2,Kochi
2013-09-22,30.5,25.4,5.5,Kochi
2013-09-23,30.4,24.9,1.1,Kochi
2013-09-24,30.8,23.6,1.7,Kochi
2013-09-25,31.4,24.4,0.2,Kochi
2013-09-26,30.9,23.6,0.3,Kochi
2013-09-27,31.1,24.4,0.3,Kochi
2013-09-28,30.3,24.9,2.7,Kochi
2013-09-29,30.3,24.8,1.8,Kochi
2013-09-30,29.4,24.6,15.6,Kochi
2013-10-01,30.2,24.3,5.3,Kochi
2013-10-02,30.3,24.7,2.6,Kochi
2013-10-03,30.6,24.2,3.3,Kochi
2013-10-04,30.4,24.4,1.6,Kochi
2013-10-05,30.8,23.2,0,Kochi
2013-10-06,29.7,24.2,1.3,Kochi
2013-10-07,31,24.8,14,Kochi
2013-10-08,31.4,24.5,12.8,Kochi
2013-10-09,30,24.4,10.6,Kochi
2013-10-10,30.1,24.4,3.1,Kochi
2013-10-11,30.3,24.1,3.8,Kochi
2013-10-12,30.2,24.5,4.7,Kochi
2013-10-13,30.5,24.1,7.9,Kochi
2013-10-14,30.7,24.4,0.1,Kochi
2013-10-15,30.5,22.8,0.4,Kochi
2013-10-16,30.9,24,7,Kochi
2013-10-17,31,24.2,23.9,Kochi
2013-10-18,30.5,24.9,34.3,Kochi
2013-10-19,30.3,24.2,61.9,Kochi
2013-10-20,28,23.4,25.9,Kochi
2013-10-21,29.6,24.1,12,Kochi
2013-10-22,29.8,24.6,11.1,Kochi
2013-10-23,30.3,24.9,3.1,Kochi
2013-10-24,30.5,23.8,2,Kochi
2013-10-25,30.3,25.1,3.4,Kochi
2013-10-26,30.6,24.7,0.7,Kochi
2013-10-27,31.5,23.7,0,Kochi
2013-10-28,31.1,23.1,0.2,Kochi
2013-10-29,31.1,23.5,0,Kochi
2013-10-30,31.2,24.7,1.7,Kochi
2013-10-31,31.6,25.3,8.9,Kochi
2013-11-01,31.5,24.9,2.1,Kochi
2013-11-02,30.7,24.1,11.6,Kochi
2013-11-03,30.9,23.8,0.5,Kochi
2013-11-04,30.5,23.9,3.5,Kochi
2013-11-05,32,23.5,1.7,Kochi
2013-11-06,31.3,25,2.9,Kochi
2013-11-07,31.6,24.4,0.9,Kochi
2013-11-08,31.8,25.3,1.8,Kochi
2013-11-09,31.3,25.4,0.1,Kochi
2013-11-10,31.2,24.2,0,Kochi
2013-11-11,31.1,24.8,3.3,Kochi
2013-11-12,29.8,24.4,18.1,Kochi
2013-11-13,30,23.9,13.1,Kochi
2013-11-14,31,23.6,3.2,Kochi
2013-11-15,31.1,23.7,0.9,Kochi
2013-11-16,30.7,25,0.1,Kochi
2013-11-17,31,24.5,11.5,Kochi
2013-11-18,30.6,24.3,6.8,Kochi
2013-11-19,31.1,24.3,2.6,Kochi
2013-11-20,31.2,24.7,1.8,Kochi
2013-11-21,32.2,24.8,2.7,Kochi
2013-11-22,32,24.3,2.6,Kochi
2013-11-23,31.6,24.5,5.4,Kochi
2013-11-24,30,24.2,12,Kochi
2013-11-25,31.3,23.9,1.7,Kochi
2013-11-26,31.6,24.1,0.5,Kochi
2013-11-27,31.8,24.4,4.8,Kochi
2013-11-28,31.2,24.1,1.9,Kochi
2013-11-29,30.9,23.6,0.1,Kochi
2013-11-30,31.1,24.4,0,Kochi
2013-12-01,29.6,24.9,12.9,Kochi
2013-12-02,30.3,24.5,17.1,Kochi
2013-12-03,30.6,24.1,2.3,Kochi
2013-12-04,29.8,23.4,0.3,Kochi
2013-12-05,31.7,24.5,0.5,Kochi
2013-12-06,32,24.4,0,Kochi
2013-12-07,31.6,23,0,Kochi
2013-12-08,31.5,24.6,0.3,Kochi
2013-12-09,30.8,24.5,0.8,Kochi
2013-12-10,30.8,24,0,Kochi
2013-12-11,31.1,24.2,0,Kochi
2013-12-12,30.5,22.9,0,Kochi
2013-12-13,29.7,23.7,4.9,Kochi
2013-12-14,31.6,22.9,0,Kochi
2013-12-15,31.1,23.9,0,Kochi
2013-12-16,30.9,24.9,1.3,Kochi
2013-12-17,31.3,24.1,0,Kochi
2013-12-18,30.6,21.6,0,Kochi
2013-12-19,31,22.4,0,Kochi
2013-12-20,31.4,22.4,0,Kochi
2013-12-21,32,22.9,0,Kochi
2013-12-22,32.7,24.3,0,Kochi
2013-12-23,32.5,22.5,0,Kochi
2013-12-24,33,18.2,0,Kochi
2013-12-25,32.1,23.2,0,Kochi
2013-12-26,31.9,23.5,0,Kochi
2013-12-27,31.5,23.4,0,Kochi
2013-12-28,32,22.4,0,Kochi
2013-12-29,31.3,22.3,0,Kochi
2013-12-30,32.3,23.8,0,Kochi
2013-12-31,32.2,23.9,0,Kochi
2014-01-01,33.6,20.8,0,Kochi
2014-01-02,32.6,21.7,0,Kochi
2014-01-03,32.7,22.6,0,Kochi
2014-01-04,33,22.2,0,Kochi
2014-01-05,33.7,24.3,0,Kochi
2014-01-06,33,22.5,0,Kochi
2014-01-07,34.2,23,0,Kochi
2014-01-08,32.6,24.2,0,Kochi
2014-01-09,33.5,23.9,0,Kochi
2014-01-10,32.5,25.2,0.2,Kochi
2014-01-11,33.2,25,0,Kochi
2014-01-12,33.4,24.4,0,Kochi
2014-01-13,33.8,24.8,0,Kochi
2014-01-14,34.6,24.5,0,Kochi
2014-01-15,34.1,25.1,0.7,Kochi
2014-01-16,33.9,26.3,0.9,Kochi
2014-01-17,32.4,24.7,9.5,Kochi
2014-01-18,31.6,23.9,0.1,Kochi
2014-01-19,33,24.5,0,Kochi
2014-01-20,33.9,23.8,0.3,Kochi
2014-01-21,33.3,24,2,Kochi
2014-01-22,33.4,23,0.1,Kochi
2014-01-23,33.6,24.1,0,Kochi
2014-01-24,33.5,23.1,0,Kochi
2014-01-25,33.4,22.9,0,Kochi
2014-01-26,33.3,23.9,0,Kochi
2014-01-27,33.8,22.1,0.1,Kochi
2014-01-28,33.5,21.6,0,Kochi
2014-01-29,33.6,22.4,0,Kochi
2014-01-30,33.5,23.6,0,Kochi
2014-01-31,33.9,23.7,0,Kochi
2014-02-01,34.3,23.6,0,Kochi
2014-02-02,34.4,24,0,Kochi
2014-02-03,33.7,23.9,0,Kochi
2014-02-04,33.2,23.5,0,Kochi
2014-02-05,33.7,24.2,0,Kochi
2014-02-06,34,23.7,0,Kochi
2014-02-07,32.7,23.2,0,Kochi
2014-02-08,33.2,24.5,0,Kochi
2014-02-09,32.4,22.5,0,Kochi
2014-02-10,34,23.1,0,Kochi
2014-02-11,34.5,24.6,0,Kochi
2014-02-12,31.5,25.2,1,Kochi
2014-02-13,34.5,23.7,0.9,Kochi
2014-02-14,33.5,25.3,2.6,Kochi
2014-02-15,32.1,24.8,1.1,Kochi
2014-02-16,33.3,25.2,0.5,Kochi
2014-02-17,35.6,24.7,0,Kochi
2014-02-18,34.3,25.2,0,Kochi
2014-02-19,34.2,25.4,0,Kochi
2014-02-20,34,25.1,4.4,Kochi
2014-02-21,35,24.3,1.1,Kochi
2014-02-22,34.1,24.9,3.5,Kochi
2014-02-23,32,24.6,3.9,Kochi
2014-02-24,35.3,25,0,Kochi
2014-02-25,35.8,25.6,0,Kochi
2014-02-26,35.6,26.2,1.2,Kochi
2014-02-27,34.6,25,0.9,Kochi
2014-02-28,34.1,25.3,0.4,Kochi
2014-03-01,34.9,25.8,3.5,Kochi
2014-03-02,34.8,25.1,4.8,Kochi
2014-03-03,33.9,24.9,1.8,Kochi
2014-03-04,34.4,25.3,0.6,Kochi
2014-03-05,35,25.6,1.5,Kochi
2014-03-06,35.3,25.6,5.4,Kochi
2014-03-07,35.4,25.3,2.8,Kochi
2014-03-08,36.2,25,1.1,Kochi
2014-03-09,35.1,26,0.3,Kochi
2014-03-10,34.5,26.6,0.2,Kochi
2014-03-11,36.4,26.3,0,Kochi
2014-03-12,37,25.7,0,Kochi
2014-03-13,38,24.3,0,Kochi
2014-03-14,36.4,24.9,0,Kochi
2014-03-15,36.3,24.6,0,Kochi
2014-03-16,37.4,25.6,0,Kochi
2014-03-17,37.3,24.8,0,Kochi
2014-03-18,37.9,25.9,0,Kochi
2014-03-19,36.3,25.7,0.9,Kochi
2014-03-20,36.3,25.6,4.6,Kochi
2014-03-21,37.4,26.1,0,Kochi
2014-03-22,35.9,26.3,1.7,Kochi
2014-03-23,37.4,25.8,0.4,Kochi
2014-03-24,36.7,27.6,0,Kochi
2014-03-25,39.5,27,0,Kochi
2014-03-26,38.1,25.8,0,Kochi
2014-03-27,38,26.4,0,Kochi
2014-03-28,37.7,25.7,0,Kochi
2014-03-29,37.7,25.6,0,Kochi
2014-03-30,36.8,26.9,0,Kochi
2014-03-31,36.9,27.3,2.8,Kochi
2014-04-01,36,27.4,1.6,Kochi
2014-04-02,37.2,26.8,0.5,Kochi
2014-04-03,38,28,1.4,Kochi
2014-04-04,37.2,27.9,2.1,Kochi
2014-04-05,37.5,26.5,1.7,Kochi
2014-04-06,35.5,27,6,Kochi
2014-04-07,34.7,26.4,2.3,Kochi
2014-04-08,34,25.3,10.2,Kochi
2014-04-09,34.1,26.2,7.1,Kochi
2014-04-10,35.7,25.6,5.3,Kochi
2014-04-11,34.2,24.7,7.4,Kochi
2014-04-12,35.4,25.3,3,Kochi
2014-04-13,34.5,24.7,20.9,Kochi
2014-04-14,33.6,25.3,6.1,Kochi
2014-04-15,33.5,25.2,3.3,Kochi
2014-04-16,33.6,26.1,11.8,Kochi
2014-04-17,33.2,25.5,4,Kochi
2014-04-18,33.7,25.7,0.2,Kochi
2014-04-19,34.2,26.4,2.7,Kochi
2014-04-20,34.7,26.8,0.8,Kochi
2014-04-21,35,27.4,1.5,Kochi
2014-04-22,34.5,25.5,2.7,Kochi
2014-04-23,35,26.7,2.6,Kochi
2014-04-24,33.2,26.2,9,Kochi
2014-04-25,33.1,26.6,0.8,Kochi
2014-04-26,34.8,27.4,1.5,Kochi
2014-04-27,34.9,26.6,3.7,Kochi
2014-04-28,34.2,25.6,1.6,Kochi
2014-04-29,33.1,26.5,6.6,Kochi
2014-04-30,33.4,25.7,9.6,Kochi
2014-05-01,33.5,24.8,8.4,Kochi
2014-05-02,34.2,26.2,3.8,Kochi
2014-05-03,34.3,25,12.2,Kochi
2014-05-04,33.5,25.9,12.4,Kochi
2014-05-05,33.6,25.6,25,Kochi
2014-05-06,29,24.7,22,Kochi
2014-05-07,28.4,24.4,38.6,Kochi
2014-05-08,27.3,24.8,58.2,Kochi
2014-05-09,31.3,24.6,6.5,Kochi
2014-05-10,32.9,26,4.6,Kochi
2014-05-11,33.5,26,5.6,Kochi
2014-05-12,33.7,26.6,6.6,Kochi
2014-05-13,33.1,26.4,6.8,Kochi
2014-05-14,33.9,26.3,0,Kochi
2014-05-15,33,26.7,1.1,Kochi
2014-05-16,33,25.8,0.3,Kochi
2014-05-17,33.3,24,0,Kochi
2014-05-18,33.5,24.1,0.2,Kochi
2014-05-19,33.1,26.2,4,Kochi
2014-05-20,33.1,26.4,8.2,Kochi
2014-05-21,31.6,26.1,6.3,Kochi
2014-05-22,32.8,26.4,8,Kochi
2014-05-23,32.6,27.1,7.3,Kochi
2014-05-24,31.8,25.9,20,Kochi
2014-05-25,30.6,24.8,14.6,Kochi
2014-05-26,31.6,25.5,2.5,Kochi
2014-05-27,32.2,26.2,4.9,Kochi
2014-05-28,33.1,26.4,10.6,Kochi
2014-05-29,32.7,25.4,17.5,Kochi
2014-05-30,32.2,26.3,15.7,Kochi
2014-05-31,32.9,26.9,8.7,Kochi
2014-06-01,32.6,26.5,7.7,Kochi
2014-06-02,31.3,25.8,17.2,Kochi
2014-06-03,31.5,24.5,23.4,Kochi
2014-06-04,30.8,25,24.1,Kochi
2014-06-05,30.6,26.1,38.7,Kochi
2014-06-06,29.2,25.7,33.3,Kochi
2014-06-07,28.5,24.8,38.9,Kochi
2014-06-08,28.7,24.9,11.4,Kochi
2014-06-09,30.1,24.7,17.1,Kochi
2014-06-10,29.1,25.3,15.9,Kochi
2014-06-11,29.1,25.2,13.5,Kochi
2014-06-12,29.1,24.9,37.7,Kochi
2014-06-13,28.8,24.9,13,Kochi
2014-06-14,31.5,25.3,3.1,Kochi
2014-06-15,31.1,25.4,3.5,Kochi
2014-06-16,32.3,25.7,6.7,Kochi
2014-06-17,29,25.5,11,Kochi
2014-06-18,30.8,25.8,10.3,Kochi
2014-06-19,29.3,25.3,15.7,Kochi
2014-06-20,29.7,25.3,24.2,Kochi
2014-06-21,30,25.4,19.7,Kochi
2014-06-22,31.8,24.9,3.7,Kochi
2014-06-23,30.5,26.1,8.8,Kochi
2014-06-24,30.4,26.1,8.3,Kochi
2014-06-25,31.3,26,7.4,Kochi
2014-06-26,30.9,25.9,3.5,Kochi
2014-06-27,32.1,26.6,3.7,Kochi
2014-06-28,32,26.1,4.6,Kochi
2014-06-29,32.1,25.7,7.2,Kochi
2014-06-30,28.5,25.5,12.3,Kochi
2014-07-01,28.7,24.7,27.5,Kochi
2014-07-02,29.7,24.6,6,Kochi
2014-07-03,30.5,25.6,4.6,Kochi
2014-07-04,29.9,25.1,21.3,Kochi
2014-07-05,28.3,24.8,27.7,Kochi
2014-07-06,29.5,25,18.5,Kochi
2014-07-07,28.3,24.9,25.9,Kochi
2014-07-08,28.1,24.7,13.3,Kochi
2014-07-09,29.4,24.7,12.7,Kochi
2014-07-10,29.8,24.1,32.1,Kochi
2014-07-11,29.9,24,10,Kochi
2014-07-12,29.2,25,25.1,Kochi
2014-07-13,28.6,25,21.7,Kochi
2014-07-14,27.5,24.3,22.4,Kochi
2014-07-15,28.9,24,41.2,Kochi
2014-07-16,29.7,23.2,9,Kochi
2014-07-17,31.7,24.9,3.2,Kochi
2014-07-18,29.4,24.9,9.8,Kochi
2014-07-19,29.8,24.8,19.8,Kochi
2014-07-20,29.1,24.9,15.7,Kochi
2014-07-21,29.6,24.9,7.9,Kochi
2014-07-22,30.2,24.6,17.8,Kochi
2014-07-23,29.3,24.3,16,Kochi
2014-07-24,31.3,24.3,5.4,Kochi
2014-07-25,30.8,24.7,4.5,Kochi
2014-07-26,31,24.6,23.8,Kochi
2014-07-27,28.8,25,31.4,Kochi
2014-07-28,30,24.9,16.9,Kochi
2014-07-29,29.9,24.5,10.8,Kochi
2014-07-30,31.1,24.5,10.9,Kochi
2014-07-31,30,25,25.4,Kochi
2014-08-01,26.6,24.6,58.6,Kochi
2014-08-02,29.1,23.9,12,Kochi
2014-08-03,28.6,25.1,20.5,Kochi
2014-08-04,29.9,24.6,14,Kochi
2014-08-05,28.2,23.9,31.9,Kochi
2014-08-06,29.8,23.9,8.7,Kochi
2014-08-07,29.5,25,14.7,Kochi
2014-08-08,26.1,24.3,34.5,Kochi
2014-08-09,29.6,24.3,9.5,Kochi
2014-08-10,29.2,24.4,9.3,Kochi
2014-08-11,27.7,24.6,34,Kochi
2014-08-12,28.4,24.5,31.7,Kochi
2014-08-13,29.2,24.5,12.1,Kochi
2014-08-14,29.8,24.3,13.4,Kochi
2014-08-15,30.1,24.9,6.9,Kochi
2014-08-16,31.1,24.5,2,Kochi
2014-08-17,31,24.7,7.2,Kochi
2014-08-18,30.8,25.1,20.7,Kochi
2014-08-19,30.4,24.8,16.5,Kochi
2014-08-20,31.4,24.8,6.5,Kochi
2014-08-21,31,24.9,3.5,Kochi
2014-08-22,30.5,24.9,19.4,Kochi
2014-08-23,28.3,24.5,23.4,Kochi
2014-08-24,31.8,24.7,4.7,Kochi
2014-08-25,30.6,25.2,3.9,Kochi
2014-08-26,31.4,25.3,5.8,Kochi
2014-08-27,30.4,25.4,9.1,Kochi
2014-08-28,30,25,8.9,Kochi
2014-08-29,28.7,24.6,24.4,Kochi
2014-08-30,28.5,24.2,41.7,Kochi
2014-08-31,29.4,24,21.3,Kochi
